date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:53:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:53:43%20GMT	https://boxsafe.com.au/?p=16746	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index4cfa.html	(from https://boxsafe.com.au/product/vabl-national-judge-time-keeper-accreditation-course-and-certification/)
16:53:45	2515/2515	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:53:44%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fproduct%2Fvabl-national-judge-time-keeper-accreditation-course-and-certification%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedb627.json	(from https://boxsafe.com.au/product/vabl-national-judge-time-keeper-accreditation-course-and-certification/)
16:53:47	2708/2708	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2011:53:46%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fproduct%2Fvabl-national-judge-time-keeper-accreditation-course-and-certification%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedb42d	(from https://boxsafe.com.au/product/vabl-national-judge-time-keeper-accreditation-course-and-certification/)
16:53:49	61397/61397	---M--	200	added ('OK')	image/png	etag:%22efd5-61f0037500cc0%22	https://boxsafe.com.au/wp-content/uploads/2024/08/background-2-2.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/uploads/2024/08/background-2-2.png	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:53:51	201527/201527	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:53:49%20GMT	https://boxsafe.com.au/course/vabl-national-judge-time-keeper-accreditation/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/course/vabl-national-judge-time-keeper-accreditation/index.html	(from https://boxsafe.com.au/product/vabl-national-judge-time-keeper-accreditation-course-and-certification/)
16:53:51	330765/330765	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:53:49%20GMT	https://boxsafe.com.au/cart-2/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/cart-2/index.html	(from https://boxsafe.com.au/product/vabl-national-judge-time-keeper-accreditation-course-and-certification/)
16:53:52	100734/100734	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:53:51%20GMT	https://boxsafe.com.au/wp-json/wp/v2/pages/5952	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/pages/5952.json	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:53:54	2261/2261	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:53:53%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fupcoming-boxing-events-australia%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed5f92.json	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:53:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:53:53%20GMT	https://boxsafe.com.au/?p=5952	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/indexf9c2.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:53:58	2431/2431	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2011:53:55%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fupcoming-boxing-events-australia%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed2122	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:00	384931/384931	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:53:59%20GMT	https://boxsafe.com.au/events/list/?shortcode=f0f6c8f4	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/index2d5c.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:01	350156/350156	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:53:59%20GMT	https://boxsafe.com.au/events/today/?shortcode=f0f6c8f4	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/today/index2d5c.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:01	207052/207052	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Nov%202024%2011:54:00%20GMT	https://boxsafe.com.au/events/list/?pagename=upcoming-boxing-events-australia&shortcode=f0f6c8f4&eventDisplay=past	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/index2ce0.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:02	523884/523884	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:53:59%20GMT	https://boxsafe.com.au/events/month/?shortcode=f0f6c8f4	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/month/index2d5c.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:05	367529/367529	---M--	200	added ('OK')	image/jpeg	etag:%2259ba9-61c08bbd6da40%22	https://boxsafe.com.au/wp-content/uploads/2024/06/IMG_5752.jpeg	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/uploads/2024/06/IMG_5752.jpg	(from https://boxsafe.com.au/browse-courses/)
16:54:06	207015/207015	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Nov%202024%2011:54:03%20GMT	https://boxsafe.com.au/events/list/?pagename=upcoming-boxing-events-australia&shortcode=f0f6c8f4	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/indexf842.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:06	11652/11652	---MC-	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2011:54:03%20GMT	https://boxsafe.com.au/events/list/?shortcode=f0f6c8f4&ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/indexdbd7.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:06	11630/11630	---MC-	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2011:54:03%20GMT	https://boxsafe.com.au/events/list/?shortcode=f0f6c8f4&outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/indexe724.html	(from https://boxsafe.com.au/upcoming-boxing-events-australia/)
16:54:08	12101/12101	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:07%20GMT	https://boxsafe.com.au/wp-json/wp/v2/pages/1738	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/pages/1738.json	(from https://boxsafe.com.au/browse-courses/)
16:54:10	2255/2255	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:09%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fbrowse-courses%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed489d.json	(from https://boxsafe.com.au/browse-courses/)
16:54:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:54:09%20GMT	https://boxsafe.com.au/?p=1738	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index8e28.html	(from https://boxsafe.com.au/browse-courses/)
16:54:12	2425/2425	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2011:54:11%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fbrowse-courses%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed0e5c	(from https://boxsafe.com.au/browse-courses/)
16:54:15	12468/12468	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:14%20GMT	https://boxsafe.com.au/wp-json/wp/v2/pages/2789	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/pages/2789.json	(from https://boxsafe.com.au/my-boxing-courses/)
16:54:17	2227/2227	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:16%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fmy-boxing-courses%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed3583.json	(from https://boxsafe.com.au/my-boxing-courses/)
16:54:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:54:16%20GMT	https://boxsafe.com.au/?p=2789	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index71c1.html	(from https://boxsafe.com.au/my-boxing-courses/)
16:54:20	2397/2397	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2011:54:18%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fmy-boxing-courses%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed8ad6	(from https://boxsafe.com.au/my-boxing-courses/)
16:54:22	2609/2609	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sun,%2017%20Nov%202024%2011:54:21%20GMT	https://boxsafe.com.au/my-account/lost-password/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/my-account/lost-password/index.html	(from https://boxsafe.com.au/my-boxing-courses/)
16:54:23	25081/25081	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:22%20GMT	https://boxsafe.com.au/wp-json/wp/v2/pages/3	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/pages/3.json	(from https://boxsafe.com.au/privacy-policy/)
16:54:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:54:25%20GMT	https://boxsafe.com.au/?p=3	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index2207.html	(from https://boxsafe.com.au/privacy-policy/)
16:54:25	2341/2341	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:24%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fprivacy-policy%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embede390.json	(from https://boxsafe.com.au/privacy-policy/)
16:54:28	2523/2523	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2011:54:27%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fprivacy-policy%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed97b8	(from https://boxsafe.com.au/privacy-policy/)
16:54:29	364463/364463	---M-Z	200	added ('OK')	application/javascript	etag:%2261f43d69-1c721%22	https://cdnjs.cloudflare.com/ajax/libs/jspdf/2.5.1/jspdf.umd.min.js	C:/My%20Web%20Sites/Boxsafe/cdnjs.cloudflare.com/ajax/libs/jspdf/2.5.1/jspdf.umd.min.js	(from https://boxsafe.com.au/privacy-policy/)
16:54:31	190039/190039	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Nov%202024%2011:54:30%20GMT	https://boxsafe.com.au/privacy-policy/BoxSafe_Privacy_Policy.pdf	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/privacy-policy/BoxSafe_Privacy_Policy.pdf	(from https://boxsafe.com.au/privacy-policy/)
16:54:34	23530/23530	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:33%20GMT	https://boxsafe.com.au/wp-json/wp/v2/pages/635	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/pages/635.json	(from https://boxsafe.com.au/terms-and-conditions/)
16:54:37	2342/2342	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2011:54:36%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fterms-and-conditions%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed8b50.json	(from https://boxsafe.com.au/terms-and-conditions/)
16:54:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:54:36%20GMT	https://boxsafe.com.au/?p=635	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/indexb753.html	(from https://boxsafe.com.au/terms-and-conditions/)
16:54:39	2512/2512	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2011:54:38%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fterms-and-conditions%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedc9e0	(from https://boxsafe.com.au/terms-and-conditions/)
16:54:42	190051/190051	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Nov%202024%2011:54:41%20GMT	https://boxsafe.com.au/terms-and-conditions/BoxSafe_Terms_and_Conditions.pdf	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/terms-and-conditions/BoxSafe_Terms_and_Conditions.pdf	(from https://boxsafe.com.au/terms-and-conditions/)
16:54:48	468/468	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221d4-624295181c7ec%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/src/resources/images/alert.svg	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/src/resources/images/alert.svg	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/src/resources/css/views-full.min.css?ver=6.7.0)
16:54:53	341885/341885	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:54:50%20GMT	https://boxsafe.com.au/events/page/3/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/page/3/index.html	(from https://boxsafe.com.au/events/page/2/)
16:54:54	342102/342102	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:54:50%20GMT	https://boxsafe.com.au/events/list/page/2/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/page/2/index.html	(from https://boxsafe.com.au/events/page/2/)
16:54:54	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:54:49%20GMT	https://boxsafe.com.au/events/list/page/2/?ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/page/2/indexedf3.html	(from https://boxsafe.com.au/events/page/2/)
16:54:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2011:54:49%20GMT	https://boxsafe.com.au/?post_type=tribe_events&eventDisplay=day&paged=2	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index6ebf.html	(from https://boxsafe.com.au/events/page/2/)
16:54:56	178/178	---M--	200	added ('OK')	image/png	etag:%22b2-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_75_ffffff_40x100.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:54:56	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:54:55%20GMT	https://boxsafe.com.au/events/list/page/2/?outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/list/page/2/index1fda.html	(from https://boxsafe.com.au/events/page/2/)
16:54:57	101/101	---M--	200	added ('OK')	image/png	etag:%2265-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_highlight-soft_75_cccccc_1x100.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:54:58	110/110	---M--	200	added ('OK')	image/png	etag:%226e-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_e6e6e6_1x400.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:00	111/111	---M--	200	added ('OK')	image/png	etag:%226f-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_dadada_1x400.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_75_dadada_1x400.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:01	105/105	---M--	200	added ('OK')	image/png	etag:%2269-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_65_ffffff_1x400.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:02	120/120	---M--	200	added ('OK')	image/png	etag:%2278-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_55_fbf9ee_1x400.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:03	119/119	---M--	200	added ('OK')	image/png	etag:%2277-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_glass_95_fef1ec_1x400.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:05	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_222222_256x240.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:06	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_888888_256x240.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_888888_256x240.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:07	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_454545_256x240.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_454545_256x240.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:09	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_2e83ff_256x240.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_2e83ff_256x240.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:10	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-624295182d575%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_cd0a0a_256x240.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-icons_cd0a0a_256x240.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:11	180/180	---M--	200	added ('OK')	image/png	etag:%22b4-624295182d18d%22	https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://boxsafe.com.au/wp-content/plugins/the-events-calendar/vendor/jquery/smoothness/jquery-ui-1.8.23.custom.css?ver=6.7.0)
16:55:13	23320/23320	---M--	200	added ('OK')	font/woff2	etag:%225b18-62203eb1980c6%22	https://boxsafe.com.au/wp-content/plugins/chatbot/fonts/quicksand-regular-webfont.woff2	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/chatbot/fonts/quicksand-regular-webfont.woff2	(from https://boxsafe.com.au/wp-content/plugins/chatbot/css/common-style.css?ver=5.7.7)
16:55:15	29648/29648	---M--	200	added ('OK')	font/woff	etag:%2273d0-62203eb1980c6%22	https://boxsafe.com.au/wp-content/plugins/chatbot/fonts/quicksand-regular-webfont.woff	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/chatbot/fonts/quicksand-regular-webfont.woff	(from https://boxsafe.com.au/wp-content/plugins/chatbot/css/common-style.css?ver=5.7.7)
16:55:17	17436/17436	---M--	200	added ('OK')	image/png	etag:%22441c-62203eb19fdc6%22	https://boxsafe.com.au/wp-content/plugins/chatbot/images/tab-btn-icon.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/chatbot/images/tab-btn-icon.png	(from https://boxsafe.com.au/wp-content/plugins/chatbot/css/common-style.css?ver=5.7.7)
16:55:18	265/265	---M--	200	added ('OK')	image/png	etag:%22109-62203eb19fdc6%22	https://boxsafe.com.au/wp-content/plugins/chatbot/images/send-button.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/chatbot/images/send-button.png	(from https://boxsafe.com.au/wp-content/plugins/chatbot/css/common-style.css?ver=5.7.7)
16:55:19	1365/1365	---M--	200	added ('OK')	image/png	etag:%22555-62203eb1a0d66%22	https://boxsafe.com.au/wp-content/plugins/chatbot/images/wp-boat-product-close-icon.png	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/plugins/chatbot/images/wp-boat-product-close-icon.png	(from https://boxsafe.com.au/wp-content/plugins/chatbot/css/common-style.css?ver=5.7.7)
16:55:27	492939/492939	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:24%20GMT	https://boxsafe.com.au/events/month/2024-12/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/month/2024-12/index.html	(from https://boxsafe.com.au/events/month/)
16:55:28	530345/530345	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:24%20GMT	https://boxsafe.com.au/events/month/2024-10/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/month/2024-10/index.html	(from https://boxsafe.com.au/events/month/)
16:55:29	247352/247352	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:24%20GMT	https://boxsafe.com.au/event/world-youth-games-montenegro/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/event/world-youth-games-montenegro/index.html	(from https://boxsafe.com.au/events/month/)
16:55:29	354466/354466	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:25%20GMT	https://boxsafe.com.au/events/2024-10-28/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/2024-10-28/index.html	(from https://boxsafe.com.au/events/month/)
16:55:30	144966/144966	---M--	200	added ('OK')	image/jpeg	etag:%2223646-61d7d030460c0%22	https://boxsafe.com.au/wp-content/uploads/2024/07/7d2e7a8a5c6f1dec351554976f4e561b.jpeg	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/uploads/2024/07/7d2e7a8a5c6f1dec351554976f4e561b.jpg	(from https://boxsafe.com.au/events/list/?eventDisplay=past)
16:55:32	354466/354466	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:30%20GMT	https://boxsafe.com.au/events/2024-10-29/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/2024-10-29/index.html	(from https://boxsafe.com.au/events/month/)
16:55:34	328902/328902	---M--	200	added ('OK')	image/jpeg	etag:%22504c6-61d80885bc940%22	https://boxsafe.com.au/wp-content/uploads/2024/07/icuzibm1ird3ugdr.jpeg	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-content/uploads/2024/07/icuzibm1ird3ugdr.jpg	(from https://boxsafe.com.au/events/list/?eventDisplay=past)
16:55:35	354466/354466	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:32%20GMT	https://boxsafe.com.au/events/2024-10-31/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/2024-10-31/index.html	(from https://boxsafe.com.au/events/month/)
16:55:35	354466/354466	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:32%20GMT	https://boxsafe.com.au/events/2024-10-30/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/2024-10-30/index.html	(from https://boxsafe.com.au/events/month/)
16:55:36	354455/354455	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2011:55:33%20GMT	https://boxsafe.com.au/events/2024-11-01/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/2024-11-01/index.html	(from https://boxsafe.com.au/events/month/)
