date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:20:33	172709/172709	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:30%20GMT	https://boxsafe.com.au/lesson/quiz-8/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/quiz-8/index.html	(from https://boxsafe.com.au/course/sunstate-trainer/)
17:20:36	170146/170146	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:33%20GMT	https://boxsafe.com.au/lesson/general-knowledge-and-definitions/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/general-knowledge-and-definitions/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:37	169575/169575	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:34%20GMT	https://boxsafe.com.au/lesson/equipment/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/equipment/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:37	169834/169834	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:35%20GMT	https://boxsafe.com.au/lesson/weight-and-age-divisions/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/weight-and-age-divisions/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2012:20:30%20GMT	https://boxsafe.com.au/?p=13514	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index1ddf.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:40	170436/170436	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:38%20GMT	https://boxsafe.com.au/lesson/tournament-and-bout-procedures/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/tournament-and-bout-procedures/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:40	11797/11797	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:20:38%20GMT	https://boxsafe.com.au/wp-json/wp/v2/courses/14894	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/courses/14894.json	(from https://boxsafe.com.au/course/anaba-competitor-registration/)
17:20:41	169389/169389	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:39%20GMT	https://boxsafe.com.au/lesson/time-keeper-6/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/time-keeper-6/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:42	169786/169786	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:39%20GMT	https://boxsafe.com.au/lesson/judge-and-scoring/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/judge-and-scoring/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:43	169408/169408	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:42%20GMT	https://boxsafe.com.au/lesson/referee-5/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/referee-5/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:45	2170/2170	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:20:42%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fanaba-competitor-registration%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed96c6.json	(from https://boxsafe.com.au/course/anaba-competitor-registration/)
17:20:45	169511/169511	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:43%20GMT	https://boxsafe.com.au/lesson/anti-doping-policy/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/anti-doping-policy/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:46	169098/169098	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:44%20GMT	https://boxsafe.com.au/lesson/quiz-7/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/quiz-7/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:47	174271/174271	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:45%20GMT	https://boxsafe.com.au/lesson/license-application-2/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/license-application-2/index.html	(from https://boxsafe.com.au/course/sunstate-judge-time-keeper/)
17:20:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2012:20:46%20GMT	https://boxsafe.com.au/?p=14894	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/indexb94b.html	(from https://boxsafe.com.au/course/anaba-competitor-registration/)
17:20:48	2328/2328	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2012:20:47%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fanaba-competitor-registration%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedf135	(from https://boxsafe.com.au/course/anaba-competitor-registration/)
17:20:51	11697/11697	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:20:50%20GMT	https://boxsafe.com.au/wp-json/wp/v2/courses/14863	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/courses/14863.json	(from https://boxsafe.com.au/course/vabl-fighter-registration/)
17:20:51	165594/165594	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:50%20GMT	https://boxsafe.com.au/lesson/blood-work-application/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/blood-work-application/index.html	(from https://boxsafe.com.au/course/anaba-competitor-registration/)
17:20:52	165552/165552	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:50%20GMT	https://boxsafe.com.au/lesson/fighter-information-3/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/fighter-information-3/index.html	(from https://boxsafe.com.au/course/anaba-competitor-registration/)
17:20:53	2150/2150	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:20:52%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fvabl-fighter-registration%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed1e00.json	(from https://boxsafe.com.au/course/vabl-fighter-registration/)
17:20:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2012:20:53%20GMT	https://boxsafe.com.au/?p=14863	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index89dd.html	(from https://boxsafe.com.au/course/vabl-fighter-registration/)
17:20:56	2308/2308	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2012:20:54%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fvabl-fighter-registration%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedd06e	(from https://boxsafe.com.au/course/vabl-fighter-registration/)
17:20:58	11924/11924	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:20:57%20GMT	https://boxsafe.com.au/wp-json/wp/v2/courses/14876	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/courses/14876.json	(from https://boxsafe.com.au/course/vabl-child-competitor-registration/)
17:20:59	165601/165601	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:58%20GMT	https://boxsafe.com.au/lesson/blood-work-application-3/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/blood-work-application-3/index.html	(from https://boxsafe.com.au/course/vabl-fighter-registration/)
17:21:00	165520/165520	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:20:58%20GMT	https://boxsafe.com.au/lesson/fighter-information/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/fighter-information/index.html	(from https://boxsafe.com.au/course/vabl-fighter-registration/)
17:21:00	2195/2195	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:21:00%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fvabl-child-competitor-registration%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed8cbf.json	(from https://boxsafe.com.au/course/vabl-child-competitor-registration/)
17:21:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2012:21:00%20GMT	https://boxsafe.com.au/?p=14876	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index5d81.html	(from https://boxsafe.com.au/course/vabl-child-competitor-registration/)
17:21:03	2353/2353	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2012:21:02%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fvabl-child-competitor-registration%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed9373	(from https://boxsafe.com.au/course/vabl-child-competitor-registration/)
17:21:06	11947/11947	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:21:05%20GMT	https://boxsafe.com.au/wp-json/wp/v2/courses/14899	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/courses/14899.json	(from https://boxsafe.com.au/course/anaba-child-competitor-registration/)
17:21:06	165571/165571	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:05%20GMT	https://boxsafe.com.au/lesson/fighter-information-2/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/fighter-information-2/index.html	(from https://boxsafe.com.au/course/vabl-child-competitor-registration/)
17:21:07	165632/165632	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:05%20GMT	https://boxsafe.com.au/lesson/blood-work-application-2/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/blood-work-application-2/index.html	(from https://boxsafe.com.au/course/vabl-child-competitor-registration/)
17:21:08	2200/2200	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:21:07%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fanaba-child-competitor-registration%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed9501.json	(from https://boxsafe.com.au/course/anaba-child-competitor-registration/)
17:21:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2012:21:07%20GMT	https://boxsafe.com.au/?p=14899	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/index8b11.html	(from https://boxsafe.com.au/course/anaba-child-competitor-registration/)
17:21:11	2358/2358	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2012:21:09%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fcourse%2Fanaba-child-competitor-registration%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedebbc	(from https://boxsafe.com.au/course/anaba-child-competitor-registration/)
17:21:13	7282/7282	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:21:12%20GMT	https://boxsafe.com.au/wp-json/wp/v2/tribe_venue/11314	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/wp/v2/tribe_venue/11314.json	(from https://boxsafe.com.au/venue/sunshine/)
17:21:14	165571/165571	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:12%20GMT	https://boxsafe.com.au/lesson/fighter-information-4/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/fighter-information-4/index.html	(from https://boxsafe.com.au/course/anaba-child-competitor-registration/)
17:21:14	165614/165614	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:12%20GMT	https://boxsafe.com.au/lesson/bloodwork-application-2/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/lesson/bloodwork-application-2/index.html	(from https://boxsafe.com.au/course/anaba-child-competitor-registration/)
17:21:15	2075/2075	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:21:14%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fvenue%2Fsunshine%2F	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embedca64.json	(from https://boxsafe.com.au/venue/sunshine/)
17:21:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2017%20Nov%202024%2012:21:14%20GMT	https://boxsafe.com.au/?p=11314	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/indexe7e2.html	(from https://boxsafe.com.au/venue/sunshine/)
17:21:19	2233/2233	---MCZ	200	added ('OK')	text/xml	date:Sun,%2017%20Nov%202024%2012:21:16%20GMT	https://boxsafe.com.au/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fboxsafe.com.au%2Fvenue%2Fsunshine%2F&format=xml	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/oembed/1.0/embed1d73	(from https://boxsafe.com.au/venue/sunshine/)
17:21:24	254622/254622	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:21%20GMT	https://boxsafe.com.au/venue/sunshine/?eventDisplay=past	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/venue/sunshine/indexce8d.html	(from https://boxsafe.com.au/venue/sunshine/)
17:21:31	344647/344647	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:27%20GMT	https://boxsafe.com.au/?post_type=tribe_events&eventDisplay=day&tribe_events_cat=attendance-event&paged=2	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/indexf3a1.html	(from https://boxsafe.com.au/events/category/attendance-event/page/2/)
17:22:12	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:19%20GMT	https://boxsafe.com.au/venue/sunshine/?ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/venue/sunshine/indexedf3.html	(from https://boxsafe.com.au/venue/sunshine/)
17:22:13	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:20%20GMT	https://boxsafe.com.au/venue/sunshine/?outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/venue/sunshine/index1fda.html	(from https://boxsafe.com.au/venue/sunshine/)
17:22:23	530900/530900	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:18%20GMT	https://boxsafe.com.au/events/category/attendance-event/2024-10/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/2024-10/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:25	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:21:32%20GMT	https://boxsafe.com.au/events/category/attendance-event/page/2/?ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/page/2/indexedf3.html	(from https://boxsafe.com.au/events/category/attendance-event/page/2/)
17:22:30	491858/491858	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:26%20GMT	https://boxsafe.com.au/events/category/attendance-event/2024-12/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/2024-12/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:33	354304/354304	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:28%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-10-28/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-10-28/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:37	354304/354304	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:34%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-10-29/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-10-29/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:40	354304/354304	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:35%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-10-30/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-10-30/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:44	354304/354304	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:40%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-10-31/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-10-31/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:47	354302/354302	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:43%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-01/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-01/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:50	354302/354302	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:47%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-02/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-02/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:54	354302/354302	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:50%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-03/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-03/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:22:57	354302/354302	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:53%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-04/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-04/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:01	354302/354302	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:57%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-05/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-05/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:04	351454/351454	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:00%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-09/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-09/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:08	355229/355229	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:03%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-23/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-23/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:10	348792/348792	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:06%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-28/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-28/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:14	350760/350760	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:10%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-29/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-29/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:17	347887/347887	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:14%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-30/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-30/index.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:23:19	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:22:16%20GMT	https://boxsafe.com.au/events/category/attendance-event/page/2/?outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/page/2/index1fda.html	(from https://boxsafe.com.au/events/category/attendance-event/page/2/)
17:23:27	351451/351451	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:23%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-16/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-16/index.html	(from https://boxsafe.com.au/events/category/attendance-event/today/)
17:23:33	351451/351451	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:29%20GMT	https://boxsafe.com.au/events/category/attendance-event/day/2024-11-18/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/day/2024-11-18/index.html	(from https://boxsafe.com.au/events/category/attendance-event/today/)
17:23:40	229/229	---MCZ	200	added ('OK')	application/json	date:Sun,%2017%20Nov%202024%2012:21:19%20GMT	https://boxsafe.com.au/wp-json/tribe/events/v1/events/?venue=11314	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/wp-json/tribe/events/v1/events/indexb87b.html	(from https://boxsafe.com.au/venue/sunshine/)
17:24:18	6442/6442	---M--	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2012:23:16%20GMT	https://boxsafe.com.au/events/category/attendance-event/month/?ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/month/indexedf3.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:24:21	6420/6420	---M--	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2012:23:20%20GMT	https://boxsafe.com.au/events/category/attendance-event/month/?outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/month/index1fda.html	(from https://boxsafe.com.au/events/category/attendance-event/month/)
17:24:26	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:34%20GMT	https://boxsafe.com.au/events/category/attendance-event/today/?ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/today/indexedf3.html	(from https://boxsafe.com.au/events/category/attendance-event/today/)
17:24:33	455007/455007	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:24:29%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/2024-10/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/2024-10/index.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/month/)
17:24:34	0/0	---M--	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:23:42%20GMT	https://boxsafe.com.au/events/category/attendance-event/today/?outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/today/index1fda.html	(from https://boxsafe.com.au/events/category/attendance-event/today/)
17:24:40	471299/471299	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:24:36%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/2024-12/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/2024-12/index.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/month/)
17:24:42	345548/345548	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:24:38%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/day/2024-11-23/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/day/2024-11-23/index.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/month/)
17:25:25	12812/12812	---MC-	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2012:24:21%20GMT	https://boxsafe.com.au/events/category/attendance-event/list/?eventDisplay=past&ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/list/index7645.html	(from https://boxsafe.com.au/events/category/attendance-event/list/?eventDisplay=past)
17:25:28	12790/12790	---MC-	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2012:24:24%20GMT	https://boxsafe.com.au/events/category/attendance-event/list/?eventDisplay=past&outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/attendance-event/list/index9fd7.html	(from https://boxsafe.com.au/events/category/attendance-event/list/?eventDisplay=past)
17:25:33	345047/345047	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:25:30%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/day/2024-11-16/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/day/2024-11-16/index.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/today/)
17:25:36	345047/345047	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:25:31%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/day/2024-11-18/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/day/2024-11-18/index.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/today/)
17:25:43	1736/1736	---M--	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2012:24:41%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/month/?ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/month/indexedf3.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/month/)
17:25:45	1714/1714	---M--	200	added ('OK')	text/calendar	date:Sun,%2017%20Nov%202024%2012:24:44%20GMT	https://boxsafe.com.au/events/category/masters-boxing-victoria/month/?outlook-ical=1	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/masters-boxing-victoria/month/index1fda.html	(from https://boxsafe.com.au/events/category/masters-boxing-victoria/month/)
17:25:50	344355/344355	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Nov%202024%2012:25:46%20GMT	https://boxsafe.com.au/events/category/vabl/page/3/	C:/My%20Web%20Sites/Boxsafe/boxsafe.com.au/events/category/vabl/page/3/index.html	(from https://boxsafe.com.au/events/category/vabl/page/2/)
